SELIC;BVSP;ABEV3.SA;B3SA3.SA;BBAS3.SA;BBDC3.SA;BBDC4.SA;BBSE3.SA;BEEF3.SA;BRAP4.SA;BRFS3.SA;BRKM5.SA;BRML3.SA;BTOW3.SA;CCRO3.SA;CIEL3.SA;CMIG4.SA;COGN3.SA;CPFE3.SA;CSAN3.SA;CSNA3.SA;CVCB3.SA;CYRE3.SA;ECOR3.SA;EGIE3.SA;ELET3.SA;ELET6.SA;EMBR3.SA;ENBR3.SA;ENGI11.SA;EQTL3.SA;EZTC3.SA;FLRY3.SA;GGBR4.SA;GOAU4.SA;GOLL4.SA;HGTX3.SA;HYPE3.SA;IGTA3.SA;ITSA4.SA;ITUB4.SA;JBSS3.SA;KLBN11.SA;LAME4.SA;LREN3.SA;MGLU3.SA;MRFG3.SA;MRVE3.SA;MULT3.SA;PCAR3.SA;PETR3.SA;PETR4.SA;PRIO3.SA;QUAL3.SA;RADL3.SA;RAIL3.SA;RENT3.SA;SANB11.SA;SBSP3.SA;SULA11.SA;SUZB3.SA;TAEE11.SA;TOTS3.SA;UGPA3.SA;USIM5.SA;VALE3.SA;VIVT3.SA;VVAR3.SA;WEGE3.SA;YDUQ3.SA
-0.0619227212105846;0.059100134;-0.048030443;0.132553907;-0.022382577;0.188885171;0.176956982;0.078913792;-0.038273541;0.213855318;0.065726735;0.062499895;0.133951307;-0.128959274;-0.011736986;-0.084440347;-0.006768409;0.172941191;0.030228423;0.095571404;0.464788769;0.055199849;0.146853234;0.132832028;0.043144219;-0.024054907;-0.027860564;0.050069496;0.050330107;0.013939892;0.058611987;0.085020435;0.116438395;-0.019444433;0.174757241;0.509803912;0;0.127516593;0.085233088;0.025318582;0.01904519;0.055555412;0.030529369;0.067059473;0.014650916;0.392235062;0.02459018;0.158470295;0.135507334;-0.002531693;0.06060607;0.061983579;0.267123271;-0.045218874;0.109209407;0.391534463;0.048336683;0.145594119;0.06050655;-0.111785429;0;0.084531364;-0.02777793;0.086327386;0.058823474;0.215020451;0.095161242;0.814515961;-0.140571627;0.089667112
0.157300288730155;0.169673319;0.06575996;0.320998227;0.475473054;0.293587194;0.269138904;0.232172326;-0.051651075;0.526054688;0.000515781;-0.081960746;0.095839434;0.229437161;0.133881857;0.134780075;0.378194373;0.156107905;0.195808179;0.173457917;0.371153943;0.269143344;0.271951108;0.318584217;0.039093497;0.167253389;0.084953837;-0.208892096;-0.008641003;0.034431598;0.072342588;0.217910482;0.322085763;0.852691205;0.101652918;0.199134221;0;0.120238214;0.151598009;0.201165164;0.22994478;-0.044736774;-0.10000001;0.004962515;0.15932107;0.484763307;0.052799988;0.110374388;0.164435032;-0.26885411;0.446258717;0.61673161;0.951351269;0.131987867;0.150181189;0.266159612;0.29186601;0.13511683;0.060592543;0.059369752;0;0.064687344;-0.135240391;0.111853554;0.101111105;0.282811178;0.13094569;0.075555539;0.07039549;-0.0713167
-0.0953775675195701;0.077035261;0.031382961;0.119218061;0.118361119;0.027804698;0.053569821;0.009421548;-0.056250057;0.377235809;-0.041122629;0.108866876;0.147796677;-0.035211237;0.153243124;0.15219262;-0.153275692;0.114982568;-0.006008842;0.014335803;0.84291719;0.177237442;0.01081303;0.258389224;0.040076229;0.174962221;0.208490655;-0.137526372;0.065222577;0.046428732;0.053037841;0.0232843;0.173356492;0.194189452;0.192622964;-0.119133547;0.026920089;0.076195053;0.073077391;0.059976251;0.054020972;-0.169880679;-0.099224764;-0.036657659;0.009941049;0.09504881;-0.013677835;0.021242657;0.076907269;0.000339892;0.248353509;0.231046779;0.052631596;0.02194759;0.054810332;0.285285378;0.132574404;0.093694762;0.11127897;0.001792007;0.013061935;0.020267177;0.050177386;0.036348063;0.381215646;0.299670009;-0.009379103;0.227522121;0.080424227;0.034551834
0.0484724180459093;-0.100888501;-0.014440402;-0.067893181;-0.249184026;-0.12690379;-0.119032809;-0.091333463;-0.10406809;-0.177095686;-0.071747984;-0.144602695;-0.113112942;-0.277372256;-0.057478398;-0.05223881;-0.134526403;-0.125601424;-0.045806803;0.053049276;-0.502283157;0.126315796;-0.065238567;0.046666604;-0.061925793;0.026957802;-0.024199909;-0.086047503;-0.032550232;0.034812189;0.071932405;0.053904395;0.038831328;-0.286811709;-0.336769812;-0.069672161;0.028367669;-0.054201837;-0.029962733;-0.093072075;-0.11554719;0.158139081;0.048034314;-0.04116969;0.00625666;0.08523236;-0.030816613;-0.152280749;-0.072941494;0.165633298;-0.23285584;-0.214076246;-0.155263137;0.081254207;0.049055073;0.107476528;0.008080647;-0.063577659;-0.030681848;-0.105670738;0;-0.002791677;0.050354592;-0.057580655;-0.332000057;-0.277806074;-0.030319337;-0.124579185;-0.052043006;-0.085088503
0.0469051494736608;0.063026077;-0.00314004;0.130653502;0.051789952;0.110065493;0.113795236;0.031181124;-0.032734894;0.269727414;-0.011823887;-0.093333388;0.112554247;-0.050505104;0.101639298;0.066456518;0.293072463;0.227436772;0.126367453;0.014620796;0.195718657;0.069626077;0.071874837;0.067516004;0.079763295;0.604999937;0.408800103;-0.067064184;0.115479123;0.121371941;0.066885663;0.015228458;0.05973013;0.05745053;0.036269391;0.519823822;0;-0.181052624;0.087644857;0.06550345;0.043914543;0;-0.150413489;0.046188685;0.137312684;0.107592352;-0.106518296;0.09634916;0.10265306;0;0.130648079;0.171641791;-0.146417453;0.220327689;0.106979282;0.033755344;0.037590978;0.046030019;0.136381481;0.044054748;0;0.018567427;0.031061497;0.041904578;0.179640778;0.144163289;0.057342457;0.192307831;-0.039105674;0.561694173
-0.0469051494736608;0.112193607;-0.00646535;0.060555443;0.225261363;0.082135816;0.12712555;0.0722163;0.048034805;0.220338898;0.21847753;-0.026260399;0.094163363;0.382978793;0.114880969;0.085351724;0.248626574;0.061764644;0.109276256;0.02221551;0.41560105;-0.056356363;0.089407081;-0.02028641;0.101801004;0.373053005;0.265190255;-0.152571342;0.055800246;0.22352959;0.141418502;0.112500008;0.135272615;0.315789433;0.36000024;0.486956534;0;0.187059359;0.084132092;0.101449767;0.11609606;0.089999965;0.101815867;0.193638764;0.150695944;0.194806851;0.010676147;0.253466353;0.075316137;0;0.217202409;0.260084998;0.089051079;0.155292804;0.049730252;0.248979544;0.188234732;0.129336912;0.059147186;0.102305367;0;0.348958459;0.07727494;0.041203866;0.903553179;0.137061887;0.055406277;-0.064516122;0.11136132;0.040684027
0.100688602297083;0.010347595;0.020744515;-0.05546575;0.109574432;-0.003182439;0.025367347;-0.005714876;-0.016666731;-0.048148118;-0.008287307;0.300431451;-0.122332812;0.257692323;-0.08916162;-0.08598663;-0.037403691;-0.03724917;0.017951009;0.104845805;-0.223125481;0.039351886;-0.057091696;0.013398221;-0.054205606;0.277935224;0.279174077;-0.033715548;-0.005563182;0.012927515;-0.089321207;-0.067977517;0.240596416;0.17525926;0.363970303;0.233918086;0;-0.049180289;-0.060248789;0.039156436;0.081555444;0.146789118;0.007581444;0.004176109;-0.059794307;0.315220234;-0.100352062;-0.092253142;-0.076935095;0;0.052105672;0.082560958;-0.028150092;0.054883828;-0.099577432;0.176470579;0.000254568;0.112855646;-0.045779193;-0.052786301;0;-0.081970557;-0.080314795;0.026034726;-0.074666627;-0.08432427;0.004774029;-0.00344828;0.085867633;-0.060623091
-0.100688602297083;0.00804822;0.032829473;-0.061418236;-0.012213804;-0.025196863;0.021665564;0.025042792;0.016949219;-0.050583625;0.027298074;0.041476495;-0.003241548;-0.024464882;-0.007034138;-0.024152826;-0.019428729;0.071739041;0.040430132;0.002392476;0.056976742;0.071269309;-0.032166818;0.06850975;-0.012820579;-0.145139839;-0.162456212;-0.020992456;0.005594304;-0.010496223;-0.004943422;-0.082579874;0.003138903;-0.024229284;-0.075471692;-0.014218034;0;0.067816112;0.034843052;-0.028356131;-0.008520687;-0.054400069;0.002353023;0.049920658;-0.042013366;0.264463064;0.021526351;-0.029261447;0.083861878;0;0.027137011;0.056031051;-0.069655219;-0.154320875;0.123148734;-0.122222175;-0.016131248;-0.029982287;0.027220217;-0.006120248;0;-0.09568971;0.012667275;-0.045277312;0.017291036;0.051357724;-0.026506652;0.069961031;0.072992511;0.074185736
-0.0589047034193149;0.112358011;-0.049949534;0.118382035;0.284649542;0.142929075;0.15217895;0.075636041;0.053124997;0.329917799;-0.034707125;0.183351603;0.0390244;-0.016927851;0.024203209;-0.003383604;0.136363735;0.075050796;0.001240005;0.138159473;0.181517835;0.018711052;0.050831304;0.065241759;0.053246578;0.230529688;0.145789699;0.224125673;0.067454947;0.079074354;0.131557753;0.086070982;0.101694573;0.243792672;0.384839774;0.259615452;0;-0.03982788;0.015151591;0.131893969;0.19001672;-0.178510835;-0.034624565;0.026324516;0.103391713;0.208624864;0.090038369;0.035173697;0.01502847;0;0.231175672;0.303611197;0.186063789;0.070907029;0.069100932;0.129746784;0.012648099;0.195454526;0.116263546;0.18730755;0;-0.010962833;-0.046740961;0.017872114;0.277620523;0.239753031;-0.022531293;0.213592263;-0.003393849;0.039303601
-0.00978555042271845;-0.046499807;-0.081414128;-0.112058297;-0.0231836;-0.081114732;-0.109826559;-0.119788484;0.211671628;0.151772185;-0.032771535;-0.027237442;-0.154929604;-0.277423484;-0.130046245;-0.082716172;-0.189743577;-0.086527602;0.018166949;-0.080149108;0.157355895;-0.028979556;-0.132093152;-0.141232332;-0.099794358;0.082278615;0.035831783;-0.033819291;-0.076221624;-0.118409269;-0.078152287;-0.107683067;-0.075502701;0.231401362;0.22947349;-0.310432572;0.02690897;-0.029521803;-0.094527334;-0.087923515;-0.077065186;0.005149175;0.040037128;-0.208697249;-0.16740612;0.124813476;0.144112507;-0.064726455;-0.093839719;0;-0.009120012;-0.095534326;0.038124993;-0.059953028;-0.08989551;-0.109243662;-0.12541409;0.07072229;-0.110979183;-0.025950783;0;-0.079487228;-0.25725223;-0.044656419;-0.07982258;0.270833388;-0.025198982;-0.031999951;-0.115344885;-0.039990018
